word,mean,Junior,Senior,CET4,CET6,GEE,GRE,SAT,TOEFL,check
intact,adj. 完整无缺的， 未经触动的， 未受损伤的,,,,☆,☆,☆,,☆,
intaglio,"n. 凹雕, 阴雕vt凹雕",,,,,,,,☆,
intake,n. 吸入；输入能量,,,☆,☆,,,,,
intangibility,n.无形，不可接触,,,,,,☆,,,
intangible,adj. 无形的，触摸不到的；难以理解的,,,,,,☆,☆,,
integer,n. [数] 整数；整体；完整的事物,,,,,,,☆,,
integral,adj. 积分的；完整的，整体的；构成整体所必须的 n. 积分；部分；完整,,,,☆,☆,☆,,☆,
integrate,v. 使…完整；使…成整体；求…的积分；表示…的总和 adj. 整合的；完全的 n. 一体化；集成体,,,☆,☆,☆,☆,☆,☆,
integration,n. 综合,,,☆,,,,,☆,
integrity,n. 正直， 诚实， 诚恳； 完整， 完全， 完善,,,☆,☆,☆,☆,☆,☆,
intellect,n. 智力，理解力；知识分子；思维逻辑领悟力；智力高的人,,,,☆,,☆,☆,☆,
intellectual,adj. 智力的；聪明的；理智的 n. 知识分子；凭理智做事者,,,☆,☆,☆,☆,☆,☆,
intellectually,"adv. 理智地, 与智力(或思维)有关地",,,,,,,,☆,
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分,,☆,☆,,☆,,☆,☆,
intelligent,adj. 智能的；聪明的；理解力强的,,,☆,☆,☆,,,☆,
intelligently,adv. 聪明地；理智地,,,,,,,,☆,
intelligible,adj.  可理解的， 明白易懂的， 易领悟的， 清楚的,,,,☆,☆,☆,☆,☆,
intend,vt. 想要， 打算； 意思是； 打算使,,☆,☆,,☆,,,☆,
intense,adj. 强烈的， 剧烈的； 极度的 <；热烈的， 热情的 A,,,☆,☆,☆,,,☆,
intensely,adv. 激烈地；热切地,,,,☆,,,,☆,
intensify,v. 增强， 加剧,,,,☆,,☆,,☆,
intensity,n. 强度；强烈；[电子] 亮度；紧张,,,☆,,☆,,,☆,
intensive,adj. 加强的；集中的；透彻的；加强语气的 n. 加强器,,,☆,☆,☆,,☆,☆,
intensively,"adv. 加强地, 集中地",,,,,,,,☆,
intent,adj. 专心的， 专注的； 急切的 n. 意图，意向，目的,,,,☆,,☆,,☆,
intention,n. 意图；目的；意向；愈合,☆,☆,☆,,☆,,,☆,
intentional,adj. 故意的；蓄意的；策划的,,,☆,,,☆,☆,☆,
intentionally,adv.  有意地， 故意地,,,,,,,,☆,
intently,"adv. 专心地, 集中地",,,,,,,,☆,
inter,v. 埋葬,,,,,,☆,,☆,
interact,v. 互相影响；互相作用 n. 幕间剧；幕间休息,,,,☆,☆,,☆,☆,
interaction,n.相互作用(影响)，合作，配合,,,☆,☆,,☆,,☆,
interactive,adj. 〔人与计算机程序、电视系统等〕交互的，互动的；合作的；相互交流的,,,,☆,,,,☆,
intercede,v. 调解，调停；求情，说项,,,,,,☆,☆,,
intercept,v. 拦截；截断；窃听 n. 拦截；[数] 截距；截获的情报,,,,,,☆,☆,,
intercession,n. 调解；说情；仲裁,,,,,,,☆,,
intercessor,n.仲裁者，调解人,,,,,,☆,,,
interchangeable,adj. 可互换的；可交换的；可交替的,,,,,,☆,☆,☆,
intercity,adj. 城市间的,,,,,,,,☆,
intercommunity,"n. 共同性, 共有",,,,,,,,☆,
interconnect,v. 使互相连接,,,☆,☆,,,,☆,
intercourse,n. 性交； 交流， 交往， 交际,,,,☆,☆,,,,
interdependence,n. 互相依赖,,,☆,,,,,☆,
interdependent,"adj. 相互依赖的,互助的",,,,,,,,☆,
interdict,v.禁止；切断(补给线),,,,,,☆,,,
interdisciplinary,a. 跨学科的,,,,,,☆,,,
interest,n. 兴趣，爱好；利息；趣味；同行 v. 使……感兴趣；引起……的关心；使……参与,☆,☆,☆,,,,,☆,
interesting,adj. 有趣的；引起兴趣的，令人关注的,☆,☆,☆,,☆,,,,
interestingly,adv. 有趣地,,,,,,,,☆,
interface,n. 界面；<计>接口；交界面 v. （使通过界面或接口）接合，连接；[计算机]使联系,,,,☆,☆,,,☆,
interfere,vi. 干涉， 干预；妨碍， 打扰,,,☆,☆,☆,,,☆,
interference,n. 干涉， 干预；妨碍， 打扰,,,☆,☆,☆,☆,☆,☆,
interferometer,n. 干涉计,,,,,,,,☆,
intergalactic,"adj. 银河间的, 星际间的",,,,,,,,☆,
interglacial,adj. 间冰期的,,,,,,,,☆,
interim,adj. 临时的，暂时的；中间的；间歇的 n. 过渡时期，中间时期；暂定,,,,☆,☆,☆,☆,☆,
interior,adj. 内部的；内地的 n.  内部； [the ～]内陆,,,☆,☆,☆,,,☆,
interject,"v. 插嘴, 突然插入",,,,,,,,☆,
interjection,n.插入语；感叹词,,,,,,☆,,,
interlace,v. 编织；交错,,,,,,☆,,,
interlard,v. 使混杂，混入,,,,,,☆,,,
interlock,v.连锁，连串,,,,,,☆,,☆,
interlocking,a.连锁的,,,,,,☆,,,
interlocutor,n. 对话者，谈话者,,,,,,☆,☆,,
interlope,v. (为图私利)干涉他人之事；闯入,,,,,,☆,,,
interloper,n. 闯入者,,,,,,☆,,,
interlude,n.(活动间的)暂时休息,,,,,,☆,,,
intermediary,n.仲裁者，调解人；中间物；a.中间的，媒介的,,,,,,☆,,,
intermediate,v. 起媒介作用 adj. 中间的，中级的 n. [化学] 中间物；媒介,,,☆,☆,☆,,☆,☆,
interminable,a.(贬)无尽头的，持续过久的,,,,,,☆,,,
intermingle,v.混合，掺杂,,,,,,☆,,,
intermission,n.暂停，间歇,,,,,,☆,,,
intermit,v.  间歇， 中断,,,,,,,☆,,
intermittent,adj. 间歇的；断断续续的；间歇性,,,,☆,☆,☆,☆,☆,
intermittently,adv. 间歇地,,,,,,,,☆,
intern,n.  实习生 vt.  拘禁， 软禁,,,,,,☆,,☆,
internal,adj.  内在的， 内部的； 国内的， 内政的； 内心的,,,☆,☆,☆,,,☆,
internally,"adv. 内部地, 国内地",,,,,,,,☆,
international,n. 国际组织；国际体育比赛；外国居留者；国际股票 adj. 国际的；两国（或以上）国家的；超越国界的；国际关系的；世界的,☆,☆,☆,,☆,,,☆,
internationally,"adv. 国际性地, 在国际间",,,,,,,,☆,
internecine,a.两败俱伤的,,,,,,☆,,,
internet,n. 国际互联网，因特网,,☆,,,☆,,,☆,
internship,n. 实习生身份； 实习医师期,,,☆,,,,,☆,
interpersonal,adj. 人与人之间的， 关于人与人之间关系的,,,,☆,,,,☆,
interplanetary,"adj. 太阳系内的,行星间的",,,,,,,,☆,
interplay,n&vi.  相互作用， 相互影响,,,,,,☆,,☆,
interpolate,v.插入(言语，文字)；篡改,,,,,,☆,☆,,
interpose,v. 提出（异议等）；使插入；使干涉,,,,,,☆,☆,,
interposition,n. 干涉，介入；插入，放入,,,,,,,☆,,
interpret,vi. 做口译 vt. 解释， 说明；了解， 认为；口译,,,☆,☆,☆,,,☆,
interpretation,n. 解释； 口译； 艺术处理,,,☆,☆,,,,☆,
interpreter,n. 解释者；口译者；注释器,,☆,☆,,,,☆,,
interracial,adj. 种族间的,,,☆,☆,,,,,
interregnum,n.无王时期,,,,,,☆,,,
interrelate,v.  相互关联， 紧密联系,,,,,,,,☆,
interrelationship,n. 相互关系,,,,,,,,☆,
interrogate,vt.  审问， 讯问， 盘问,,,,,,☆,☆,☆,
interrogative,a.疑问的,,,,,,☆,,,
interrupt,v. 中断， 遮断， 阻碍 A；打断， 打扰,,☆,☆,☆,☆,☆,☆,☆,
interruption,n. 障碍物；中断，打断,,,☆,,,,,☆,
intersect,v.横截，横断；(线条)相交,,,,,,☆,☆,☆,
intersection,n.  交点； 十字路口， 道路交叉口,,,,☆,☆,,,☆,
intersperse,v.散布；点缀,,,,,,☆,,,
interstellar,adj.  星际的,,,,,,,,☆,
interstice,n. 细裂缝，空隙,,,,,,☆,,,
interstitial,"adj. 空隙的, 裂缝的,",,,,,,,,☆,
intertidal,n&a. 潮间带(的),,,,,,,,☆,
intertwine,"v. (使)纠缠,(使)缠绕",,,,☆,,☆,,☆,
interval,n.  间隔时间； 间距； 幕间休息,,☆,☆,,☆,,☆,☆,
intervene,vi. 干涉， 调停， 干预； 插入， 介入； 干扰， 打扰,,,☆,☆,☆,☆,☆,☆,
intervening,adj.  介于中间的， 发生于期间的,,,,,,,,☆,
intervention,n. 干涉,,,☆,☆,,,,☆,
interview,n. 接见，采访；面试，面谈 v. 采访；接见；对…进行面谈；对某人进行面试,☆,☆,☆,☆,☆,,,☆,
interviewer,n. 会见者,,,,,,,,☆,
interweave,v.  交织， 编结,,,,,,☆,,☆,
intestate,a. 未留遗嘱的,,,,,,☆,,,
intestinal,adj. 肠的,,,,,,,,☆,
intestine,"adj. 内部的,国内的",,,,,,☆,,☆,
intimacy,"n. 亲密, 隐私",,,,,,,,☆,
intimate,adj. 亲密的，密切的；详尽的，精通的；个人隐私的 v.  暗示， 透露 n.  至交， 密友,,,☆,☆,☆,☆,,☆,
intimately,"adv. 密切地,  亲密地",,,,,,,,☆,
intimidate,vt.  恐吓， 威胁， 胁迫,,,,☆,☆,☆,☆,☆,
into,prep. 到…里；深入…之中；成为…状况；进入到…之内 n. (Into)人名；(芬、英)因托,☆,☆,☆,,,,,,
intolerable,adj.  无法忍受的； 难受的,,,,,,,☆,,
intolerant,"adj. 不宽容的, 偏狭的",,,,☆,,,,☆,
intonation,n. 声调，语调；语音的抑扬,,,,☆,,,☆,☆,
intoxicate,v.(使)沉醉，(使)欣喜若狂；(使)喝醉,,,,,,☆,☆,,
intoxication,n.  醉， 醉酒； 极度兴奋,,,,,,,,☆,
intractable,a.倔强的；难管的,,,,,,☆,,,
intransigent,adj. 不妥协的；不让步的 n. 不妥协的人,,,,,,☆,☆,,
intrepid,adj. 无畏的；勇敢的；勇猛的,,,,,,☆,☆,☆,
intricacy,n.错综，复杂，纷乱,,,,☆,,☆,,,
intricate,adj.  错综复杂的， 难以理解的,,,,☆,☆,☆,☆,☆,
intricately,"adv. 杂乱地,  复杂地",,,,,,,,☆,
intrigue,vi. 密谋， 施诡计 vt. 引起极大兴趣， 激起…的好奇心 ， 迷住 n. 阴谋， 诡计， 密谋,,,,☆,☆,☆,,☆,
intriguing,adj. 有趣的；迷人的 v. 引起…的兴趣；策划阴谋；私通（intrigue的ing形式）,,,,☆,,,☆,☆,
intrinsic,adj.  固有的， 本质的， 内在的,,,,☆,☆,,☆,☆,
intrinsically,"adv. 内在地, 固有地",,,,,,,,☆,
introduce,v.  介绍； 引进， 传入； 提出供讨论； 采用,☆,☆,☆,☆,☆,,,☆,
introduction,"n. (to)介绍；传入,引进；导言,导论,绪论",☆,☆,☆,,☆,,,☆,
introductory,adj. 引导的，介绍的；开端的,,,,,,,☆,☆,
introspect,v.  内省， 内观,,,,,,,☆,,
introspective,a.自省的，好反省的,,,,,,☆,,☆,
introvert,v. 使内向；使内倾；使内弯 n. 内向的人；内翻的东西,,,,,,,☆,,
intrude,vi.  侵入， 闯入； 打扰， 侵扰,,,,,☆,☆,,☆,
intruder,n. 侵入者；干扰者；妨碍者,,,,,,,☆,☆,
intrusion,n.  侵扰， 干扰； 侵犯； 侵入， 闯入,,,,,,,,☆,
intuition,n. 直觉；直觉力；直觉的知识,,,,☆,☆,☆,☆,,
intuitive,adj. 有直觉力的，直觉到的,,,,☆,,☆,,☆,
intumescence,n. 肿大，肿胀,,,,,,☆,,,
inundate,v. 淹没；泛滥；浸水；（洪水般的）扑来,,,,,,☆,☆,☆,
inure,v.  使习惯于； 使坚强， 使加固,,,,,,,☆,,
inured,a.习惯的,,,,,,☆,,,
invade,v.  侵入， 侵略； 侵扰,,,☆,,☆,☆,,☆,
invader,n. 侵略者,,,,,,,,☆,
invalid,adj.  有病的， 伤残的； 供病人用的； 无效的； 作废的； 无根据的， 站不住脚的 n.  病人， 病弱者， 伤残人,,,☆,☆,☆,,☆,☆,
invalidate,v. 使无效；使无价值,,,,,,,☆,,
invaluable,adj. 非常宝贵的， 极为贵重的， 无价的,,,,☆,☆,,☆,,
invariable,adj. 始终如一的， 不变的； 恒定的,,,,,☆,,,☆,
invariably,adv. 不变地， 始终如一地， 总是,,,☆,☆,☆,,,☆,
invasion,n.  侵入， 侵略， 侵犯,,,☆,☆,☆,,☆,☆,
invasive,adj.  侵入的， 侵略的； 开刀的,,,,☆,,,,☆,
invective,adj. 谩骂的；恶言的 n. 恶言漫骂,,,,,,☆,☆,,
inveigh,v.  猛烈抨击； 痛骂， 漫骂,,,,,,☆,☆,,
inveigle,v.诱骗，诱使,,,,,,☆,,,
invent,v.  发明， 创造； 捏造， 虚构,☆,☆,☆,,☆,,,☆,
invention,n. 发明；发明物；虚构；发明才能,☆,☆,☆,,☆,,,☆,
inventive,adj. 发明的；有发明才能的；独出心裁的,,,,,,,☆,,
inventor,n. 发明家；[专利] 发明人；创造者,,☆,☆,,,,,☆,
inventory,n. 详细目录；存货清单， 物品清单， 库存物品,,,,☆,☆,☆,,☆,
inverse,"adj. 相反的,倒转的,反转的 n. 相反之物",,,,,☆,☆,,☆,
inversely,adv. 相反地,,,,☆,,,,,
invert,v. 使…转化；使…颠倒；使…反转；使…前后倒置 n. 颠倒的事物；倒置物；倒悬者 adj. 转化的,,,,☆,☆,☆,,☆,
invertebrate,adj.  无脊椎的 n. 无脊椎动物,,,,,,☆,,☆,
invest,v. 投资；覆盖；耗费；授予；包围,,,☆,☆,☆,,,☆,
investigate,vt. 调查， 调查研究,,,☆,☆,☆,☆,,☆,
investigation,n. 调查，调查研究,,,☆,,,,,☆,
investigator,n. 调查人,,,,,,,,☆,
investiture,n. (宗教)任职仪式，授权仪式,,,,,,☆,,,
investment,n. 投资， 投资额； 投入,,,☆,,☆,,,☆,
investor,n. 投资者,,,,,,,,☆,
inveterate,adj.  根深蒂固的； 积习的,,,,,,☆,☆,,
invidious,adj. 诽谤的；不公平的；引起反感的；易招嫉妒的,,,,,,☆,☆,,
invigilate,v. 监考,,,,,,☆,,,
invigorate,v.鼓舞，激励，使精力充沛，使充满活力,,,,,,☆,☆,☆,
invigorating,a.使人有精神的，使人健壮的,,,,,,☆,,,
invincible,adj.  不能征服的； 无敌的,,,☆,,,,☆,,
inviolable,adj.  神圣的； 不可亵渎的； 不可侵犯的,,,,,,☆,☆,,
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的,,,☆,☆,☆,,,☆,
invisibly,"adv. 看不见地, 看不出地",,,,,,,,☆,
invitation,n. 邀请， 招待； 请柬； 吸引， 诱惑,,☆,☆,,☆,,,☆,
invite,v.  邀请； 征求， 请求； 吸引， 招致,☆,☆,☆,,☆,,,☆,
inviting,adj.  动人的， 诱人的； 引人注目的,,,,,,,,☆,
invoice,n. 发票，发货清单；v. 给开发票,,,,☆,,☆,,,
invoke,v.祈求，恳求；(法律的)实施生效；援引，援用,,,,,,☆,☆,☆,
involuntary,a.无意的,,,,,,☆,,,
involve,vt.  使某人卷入， 陷入， 连累； 包含， 含有， 涉及,,,☆,☆,☆,,☆,☆,
involvement,"n. 连累, 包含",,,☆,☆,,,,☆,
invulnerable,a.无法伤害的,,,,,,☆,,,
inward,adv. 向内， 在内 adj. 在内的， 里面的； 内心的 <,,,☆,,☆,,,☆,
iodine,"n. 碘, 碘酒",,,,,,☆,,☆,
ion,n. [化学] 离子,,,,☆,,,☆,☆,
ionize,"v. 使离子化 ,电离",,,,,,,,☆,
iota,n.极小量，极少,,,,,,☆,,,
irascible,adj.  易怒的， 暴躁的,,,,,,☆,☆,,
irate,adj.  生气的， 发怒的,,,,,,☆,☆,,
ire,n. 忿怒 vt. 使发怒,,,,,,☆,☆,,
iridescence,n. 彩虹色,,,,,,☆,,,
iridescent,"a.因位置变动而变光的,闪彩光的",,,,,,☆,☆,☆,
iridium,n. [化]铱,,,,,,,,☆,
irk,v.  使厌倦； 使苦恼,,,,,,☆,☆,,
irksome,adj. 令人厌烦的，讨厌的；令人厌恶的,,,,,,☆,☆,,
iron,n. 熨斗；烙铁；坚强 v. 熨；用铁铸成 adj. 铁的；残酷的；刚强的,☆,☆,☆,,☆,,,,
ironclad,a.装铁甲的；坚固的,,,,,,☆,,,
ironic,adj.  说反话的， 讽刺的； 出乎意料的,,,,,,☆,☆,☆,
ironically,adv. 具有讽刺意味地；嘲讽地,,,,,,,,☆,
ironwork,n. 铁制品,,,,,,,,☆,
irony,n.  具有讽刺意味的事， 出人意料的事情或情况； 反话， 讽刺， 嘲弄,,,,☆,☆,☆,☆,☆,
irradiate,v. 使明亮，生辉,,,,,,☆,,,
irradicable,a.不能根除的,,,,,,☆,,,
irrational,adj. 不合理的；无理性的；荒谬的 n. [数] 无理数,,,,☆,,,☆,☆,
irrationally,"adv. 无理性地,不合理地",,,☆,,,,,☆,
irreconcilable,a.不能协调的，矛盾的,,,,,,☆,,,
irredeemable,a.无法挽回的,,,,,,☆,,,
irreducible,a. 不能约的,,,,,,☆,,,
irregular,adj.  不规则的， 无规律的； 不整齐的； 不合常规的,,,☆,,,,,☆,
irregularity,n. 不规则；不整齐,,,,☆,,,,,
irregularly,"adv. 不规则地,不整齐地",,,,,,,,☆,
irrelevant,adj.  不相关的， 不切题的,,,,☆,,,☆,☆,
irremediable,a.无法治愈的，无法纠正的，无法挽回的,,,,,,☆,,,
irreparable,adj. 无法修复的，不能挽回的,,,,,,,☆,☆,
irrepressible,a.无法约束或阻止的,,,,,,☆,,,
irresistible,adj.  无法抗拒的， 诱人的； 不能自已的,,,,,,,,☆,
irresolute,adj. 优柔寡断的；踌躇不定的；无决断的,,,,,,,☆,,
irrespective,"adj. 不顾的,不考虑的,无关的",,,,☆,☆,,,,
irresponsible,"adj. 不负责任的, 不可靠的",,,,,,,,☆,
irresponsibly,"adv. 不负责任地,不可靠地",,,,,,,,☆,
irreverence,adj. 不尊敬的,,,,,,,,☆,
irreverent,"adj. 不敬的,  无礼的",,,,,,,☆,☆,
irreversible,adj. 不可逆的；不能取消的；不能翻转的,,,,☆,,,☆,☆,
irrevocable,adj. 不可改变的；不能取消的；不能挽回的,,,,,,☆,☆,,
irrigate,v. 灌溉；冲洗；使清新,,☆,,,☆,☆,,☆,
irrigation,n. 灌溉；[临床] 冲洗；冲洗法,,☆,,☆,,,,☆,
irritability,"n. 过敏性, 兴奋性",,,,,,,,☆,
irritable,adj.  急躁的， 易怒的； 易受刺激的； 过敏的,,,,,,☆,☆,☆,
irritate,vt. 使恼怒， 使烦躁； 使不适， 使疼痛,,,☆,☆,☆,☆,☆,☆,
irritation,n.愤怒，急躁，刺激,,,,,,☆,,,
is,v.  存在， 是,☆,,,,,,,,
island,n. 岛；岛屿；安全岛；岛状物 adj. 岛的 vt. 孤立；使成岛状,☆,☆,☆,,☆,,,,
islander,n. 岛上居民,,,,,,,,☆,
isle,n. 岛 vt. 使成为岛屿 vi. 住在岛屿上,,,,☆,☆,,,,
isochronous,adj. [物] 等时的；等步的,,,,,,,☆,,
isolate,v. 使隔离；使孤立；使绝缘 n. [生物] 隔离种群 adj. 隔离的；孤立的,,,☆,☆,☆,☆,☆,☆,
isolation,n. 隔离，孤立,,,,☆,,,,☆,
isothermal,adj. 等温的；等温线的 n. 等温线,,,,,,,☆,,
isotope,n.  同位素,,,,,,☆,☆,☆,
isotopic,"adj. 同位素的,合痕的",,,,,,,,☆,
issue,vi. 流出， 放出 vt. 发行， 发表； 颁布 < n. 发行， 期号；问题； 争论点， 争端,,,☆,☆,☆,☆,☆,☆,
isthmus,n.地峡,,,,,,☆,,,
it,pron. [指无生命的东西、动物、植物]它；这；那 abbr. 信息技术information technology,☆,☆,☆,,,,,,
item,n. 条款，项目；一则；一件商品（或物品） adj. 又，同上 v. 记下；逐条列出,,,☆,☆,☆,,,☆,
iterate,v. 重做，反复重申,,,,,,☆,,,
itinerant,a.巡回的,,,,,,☆,,,
itinerary,n. 旅程，路线； 旅行日程 adj. 旅程的； 巡回的，流动的,,,,,,☆,☆,,
itinerate,v. 巡回；巡回传教,,,,,,,☆,,
its,pron. 它的 n. (Its)人名；(俄)伊茨,☆,☆,☆,,,,,,
itself,pron.  它自己， 它本身； 自身， 本身,☆,☆,☆,,,,,☆,
ivory,n.  象牙； 象牙制品； 象牙色， 乳白色,,,,☆,☆,☆,,☆,
jab,v. 猛刺,,,,,,☆,,,
jabber,v.快而不清楚地说,,,,,,☆,,,
jack,n. 起重器；传动装置,,,,☆,,,,,
jacket,n. 羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹 v. 给…穿夹克；给…装护套；给…包上护封；〈口〉打,☆,☆,☆,,☆,,,☆,
jade,n. 翡翠；[宝] 碧玉；老马 adj. 玉制的；绿玉色的 v. 疲倦,,,,,,☆,☆,☆,
jaded,adj. 厌倦的；疲倦不堪的 v. 厌倦（jade的过去分词）；变得疲倦；精疲力竭,,,,,,☆,☆,,
jagged,a.锯齿状的，不整齐的,,,,,,☆,,,
jail,n. 监狱，看守所 vt. 监禁， 拘留； 塞满； 卡住； 干扰,,,☆,☆,☆,,,,
jam,n. 果酱；拥挤；困境；扣篮 v. 使堵塞；挤进，使塞满；混杂；压碎,,☆,☆,☆,☆,,,,
jamb,n.门窗的侧柱,,,,,,☆,,,
jamboree,n. 快乐、喧闹的集会,,,,,,☆,,,
january,n. 一月,,,,,☆,,,,
jape (at),v. 开玩笑或讽刺,,,,,,☆,,,
jar,n. 罐；广口瓶；震动；刺耳声 v. 冲突；不一致；震惊；发刺耳声,,☆,☆,,☆,☆,,☆,
jargon,n. 行话，术语；黄锆石,,,,,☆,☆,☆,,
jarring,a.声音刺耳的,,,,,,☆,,,
jaundice,n.(因嫉妒、猜忌等导致的)偏见；(病)黄疸,,,,,,☆,,,
jaundiced,a.有偏见的,,,,,,☆,,,
jaunt,n&v.短程旅游,,,,,,☆,,,
jaunty,a.愉快的，满足的,,,,,,☆,,,
jaw,n. 颌；下巴；狭窄入口；唠叨 v. 教训；唠叨,,☆,☆,,☆,,,☆,
jawbone,"n. 颚骨, 下颚骨, 信用 v赊买",,,,,,,,☆,
jay,n. 松鸡；鸟,,,,,,,,☆,
jazz,n. 爵士乐，爵士舞；喧闹 v. 奏爵士乐，跳爵士舞；游荡 adj. 爵士乐的；喧吵的,☆,☆,☆,,☆,☆,,☆,
